type	subtype	sarg	source	description	ko	definition
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701816.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701816.1	broad-spectrum class A beta-lactamase OKP-A-110	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701826.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701826.1	broad-spectrum class A beta-lactamase OKP-A-112	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701831.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701831.1	broad-spectrum class A beta-lactamase OKP-A-113	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701845.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701845.1	broad-spectrum class A beta-lactamase OKP-A-115	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701853.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701853.1	broad-spectrum class A beta-lactamase OKP-A-116	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701914.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701914.1	broad-spectrum class A beta-lactamase OKP-A-41	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701926.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701926.1	broad-spectrum class A beta-lactamase OKP-A-42	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701936.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701936.1	broad-spectrum class A beta-lactamase OKP-A-43	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701944.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701944.1	broad-spectrum class A beta-lactamase OKP-A-44	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701948.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701948.1	broad-spectrum class A beta-lactamase OKP-A-45	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701987.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701987.1	broad-spectrum class A beta-lactamase OKP-A-50	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701988.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701988.1	broad-spectrum class A beta-lactamase OKP-A-51	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701989.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701989.1	broad-spectrum class A beta-lactamase OKP-A-52	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701990.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701990.1	broad-spectrum class A beta-lactamase OKP-A-56	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701991.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701991.1	broad-spectrum class A beta-lactamase OKP-A-58	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701992.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701992.1	broad-spectrum class A beta-lactamase OKP-A-59	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701993.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701993.1	broad-spectrum class A beta-lactamase OKP-A-60	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701994.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701994.1	broad-spectrum class A beta-lactamase OKP-A-64	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701995.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701995.1	broad-spectrum class A beta-lactamase OKP-A-70	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701996.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701996.1	broad-spectrum class A beta-lactamase OKP-A-71	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701997.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701997.1	broad-spectrum class A beta-lactamase OKP-A-75	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701998.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701998.1	broad-spectrum class A beta-lactamase OKP-A-78	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701999.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701999.1	broad-spectrum class A beta-lactamase OKP-A-80	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702000.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702000.1	broad-spectrum class A beta-lactamase OKP-A-87	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702001.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702001.1	broad-spectrum class A beta-lactamase OKP-A-88	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702002.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702002.1	broad-spectrum class A beta-lactamase OKP-A-92	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702003.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702003.1	broad-spectrum class A beta-lactamase OKP-A-94	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702004.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702004.1	broad-spectrum class A beta-lactamase OKP-A-95	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702005.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702005.1	broad-spectrum class A beta-lactamase OKP-A-96	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702006.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702006.1	broad-spectrum class A beta-lactamase OKP-A-97	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702007.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430702007.1	broad-spectrum class A beta-lactamase OKP-A-98	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702008.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702008.1	broad-spectrum class A beta-lactamase OKP-B-102	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702009.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702009.1	broad-spectrum class A beta-lactamase OKP-B-103	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702010.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702010.1	broad-spectrum class A beta-lactamase OKP-B-105	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702012.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702012.1	broad-spectrum class A beta-lactamase OKP-B-107	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702015.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702015.1	broad-spectrum class A beta-lactamase OKP-B-108	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702019.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702019.1	broad-spectrum class A beta-lactamase OKP-B-110	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702024.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702024.1	broad-spectrum class A beta-lactamase OKP-B-114	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702032.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702032.1	broad-spectrum class A beta-lactamase OKP-B-121	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702033.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702033.1	broad-spectrum class A beta-lactamase OKP-B-122	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702035.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702035.1	broad-spectrum class A beta-lactamase OKP-B-124	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702040.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702040.1	broad-spectrum class A beta-lactamase OKP-B-126	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702043.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702043.1	broad-spectrum class A beta-lactamase OKP-B-130	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702044.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702044.1	broad-spectrum class A beta-lactamase OKP-B-131	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702047.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702047.1	broad-spectrum class A beta-lactamase OKP-B-132	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702048.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702048.1	broad-spectrum class A beta-lactamase OKP-B-133	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702052.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702052.1	broad-spectrum class A beta-lactamase OKP-B-135	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702060.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702060.1	broad-spectrum class A beta-lactamase OKP-B-142	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702062.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702062.1	broad-spectrum class A beta-lactamase OKP-B-144	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702063.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702063.1	broad-spectrum class A beta-lactamase OKP-B-146	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702065.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702065.1	broad-spectrum class A beta-lactamase OKP-B-148	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702067.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702067.1	broad-spectrum class A beta-lactamase OKP-B-150	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702069.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702069.1	broad-spectrum class A beta-lactamase OKP-B-151	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702072.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702072.1	broad-spectrum class A beta-lactamase OKP-B-152	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702075.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702075.1	broad-spectrum class A beta-lactamase OKP-B-155	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702082.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702082.1	broad-spectrum class A beta-lactamase OKP-B-164	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702083.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702083.1	broad-spectrum class A beta-lactamase OKP-B-165	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702085.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702085.1	broad-spectrum class A beta-lactamase OKP-B-166	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702086.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702086.1	broad-spectrum class A beta-lactamase OKP-B-167	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702089.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702089.1	broad-spectrum class A beta-lactamase OKP-B-168	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702092.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702092.1	broad-spectrum class A beta-lactamase OKP-B-174	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702094.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702094.1	broad-spectrum class A beta-lactamase OKP-B-178	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702100.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702100.1	broad-spectrum class A beta-lactamase OKP-B-188	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702102.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702102.1	broad-spectrum class A beta-lactamase OKP-B-191	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702104.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702104.1	broad-spectrum class A beta-lactamase OKP-B-193	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702107.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702107.1	broad-spectrum class A beta-lactamase OKP-B-194	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702111.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702111.1	broad-spectrum class A beta-lactamase OKP-B-198	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702116.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702116.1	broad-spectrum class A beta-lactamase OKP-B-199	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702122.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702122.1	broad-spectrum class A beta-lactamase OKP-B-61	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702125.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702125.1	broad-spectrum class A beta-lactamase OKP-B-62	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702131.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702131.1	broad-spectrum class A beta-lactamase OKP-B-65	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702135.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702135.1	broad-spectrum class A beta-lactamase OKP-B-71	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702136.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702136.1	broad-spectrum class A beta-lactamase OKP-B-72	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702137.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702137.1	broad-spectrum class A beta-lactamase OKP-B-73	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702138.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702138.1	broad-spectrum class A beta-lactamase OKP-B-74	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702139.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702139.1	broad-spectrum class A beta-lactamase OKP-B-75	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702152.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702152.1	broad-spectrum class A beta-lactamase OKP-B-80	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702161.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702161.1	broad-spectrum class A beta-lactamase OKP-B-85	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702174.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702174.1	broad-spectrum class A beta-lactamase OKP-B-91	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702183.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702183.1	broad-spectrum class A beta-lactamase OKP-B-96	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702188.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702188.1	broad-spectrum class A beta-lactamase OKP-B-97	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430702192.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430702192.1	broad-spectrum class A beta-lactamase OKP-B-99	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430799653.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_430799653.1	broad-spectrum class A beta-lactamase OKP-B-175	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076553.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076553.1	broad-spectrum class A beta-lactamase OKP-A-24	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076554.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076554.1	broad-spectrum class A beta-lactamase OKP-A-26	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076555.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076555.1	broad-spectrum class A beta-lactamase OKP-A-29	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076556.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076556.1	broad-spectrum class A beta-lactamase OKP-A-33	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076557.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076557.1	broad-spectrum class A beta-lactamase OKP-A-34	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076558.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076558.1	broad-spectrum class A beta-lactamase OKP-A-35	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076559.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076559.1	broad-spectrum class A beta-lactamase OKP-A-36	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076560.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076560.1	broad-spectrum class A beta-lactamase OKP-A-37	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076561.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_459076561.1	broad-spectrum class A beta-lactamase OKP-A-38	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076562.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076562.1	broad-spectrum class A beta-lactamase OKP-B-12	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076563.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076563.1	broad-spectrum class A beta-lactamase OKP-B-25	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076564.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076564.1	broad-spectrum class A beta-lactamase OKP-B-30	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076565.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076565.1	broad-spectrum class A beta-lactamase OKP-B-32	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076566.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076566.1	broad-spectrum class A beta-lactamase OKP-B-35	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076567.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076567.1	broad-spectrum class A beta-lactamase OKP-B-37	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076568.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076568.1	broad-spectrum class A beta-lactamase OKP-B-38	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076569.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076569.1	broad-spectrum class A beta-lactamase OKP-B-39	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076570.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076570.1	broad-spectrum class A beta-lactamase OKP-B-43	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076571.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076571.1	broad-spectrum class A beta-lactamase OKP-B-44	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076572.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076572.1	broad-spectrum class A beta-lactamase OKP-B-46	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076573.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076573.1	broad-spectrum class A beta-lactamase OKP-B-47	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076574.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076574.1	broad-spectrum class A beta-lactamase OKP-B-55	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_459076575.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_459076575.1	broad-spectrum class A beta-lactamase OKP-B-58	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_004862397.1	NCBI|amr:amr|beta-lactam|blaORN|WP_004862397.1	broad-spectrum class A beta-lactamase ORN-1	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_063860932.1	NCBI|amr:amr|beta-lactam|blaORN|WP_063860932.1	class A beta-lactamase ORN-2	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_063860933.1	NCBI|amr:amr|beta-lactam|blaORN|WP_063860933.1	class A beta-lactamase ORN-3	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_063860934.1	NCBI|amr:amr|beta-lactam|blaORN|WP_063860934.1	class A beta-lactamase ORN-4	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_063860935.1	NCBI|amr:amr|beta-lactam|blaORN|WP_063860935.1	class A beta-lactamase ORN-5	K17836*	beta-lactamase class A
beta-lactam	blaORN	SARG|beta-lactam|blaORN|WP_063860936.1	NCBI|amr:amr|beta-lactam|blaORN|WP_063860936.1	class A beta-lactamase ORN-6	K17836*	beta-lactamase class A
beta-lactam	blaORR	SARG|beta-lactam|blaORR|WP_109545042.1	NCBI|amr:amr|beta-lactam|blaORR|WP_109545042.1	subclass B1 metallo-beta-lactamase ORR-1	K17837*	metallo-beta-lactamase class B
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000586782.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000586782.1	oxacillin-hydrolyzing class D beta-lactamase OXA-20	K17838*	beta-lactamase class D
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000713530.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000713530.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72	K18971*	beta-lactamase class D OXA-24
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000722315.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9	K17838	beta-lactamase class D
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000846390.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	K17838*	beta-lactamase class D
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000854009.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000854009.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235	K19319*	beta-lactamase class D OXA-134
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_000854010.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_000854010.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-237	K19319*	beta-lactamase class D OXA-134
beta-lactam	blaOXA	SARG|beta-lactam|blaOXA|WP_001007673.1	NCBI|amr:amr|beta-lactam|blaOXA|WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	K17838*	beta-lactamase class D
